"U:0","U:1","U:2","alpha.water","epsilon","k","nut","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.6763,-0.0056743,0.00033145,1.1993e-09,4.705,0.061251,7.1954e-05,3.5197,0.60424,1,0.00282,0.55,0.0025,0.00282
1.6722,-0.0059511,0.00038796,1.236e-09,4.7394,0.06155,7.2127e-05,3.5196,0.60427,1,0.002835,0.55,0.0025,0.002835
1.6681,-0.006228,0.00044447,1.2726e-09,4.7738,0.061849,7.23e-05,3.5195,0.60429,1,0.00285,0.55,0.0025,0.00285
1.6639,-0.0065048,0.00050098,1.3092e-09,4.8083,0.062148,7.2473e-05,3.5194,0.60432,1,0.002865,0.55,0.0025,0.002865
1.6598,-0.0067816,0.00055749,1.3459e-09,4.8427,0.062447,7.2647e-05,3.5193,0.60434,1,0.00288,0.55,0.0025,0.00288
1.6556,-0.0070585,0.000614,1.3825e-09,4.8771,0.062746,7.282e-05,3.5192,0.60437,1,0.002895,0.55,0.0025,0.002895
1.6515,-0.0073353,0.00067051,1.4192e-09,4.9115,0.063045,7.2993e-05,3.5191,0.60439,1,0.00291,0.55,0.0025,0.00291
1.6473,-0.0076121,0.00072702,1.4558e-09,4.946,0.063344,7.3166e-05,3.519,0.60442,1,0.002925,0.55,0.0025,0.002925
1.6432,-0.007889,0.00078353,1.4924e-09,4.9804,0.063642,7.334e-05,3.5189,0.60444,1,0.00294,0.55,0.0025,0.00294
1.6391,-0.0081658,0.00084004,1.5291e-09,5.0148,0.063941,7.3513e-05,3.5188,0.60447,1,0.002955,0.55,0.0025,0.002955
1.6349,-0.0084426,0.00089654,1.5657e-09,5.0492,0.06424,7.3686e-05,3.5187,0.60449,1,0.00297,0.55,0.0025,0.00297
1.6308,-0.0087194,0.00095305,1.6024e-09,5.0836,0.064539,7.3859e-05,3.5186,0.60452,1,0.002985,0.55,0.0025,0.002985
1.6266,-0.0089963,0.0010096,1.639e-09,5.1181,0.064838,7.4033e-05,3.5185,0.60454,1,0.003,0.55,0.0025,0.003
1.6222,-0.0092845,0.0011153,1.6391e-09,5.1378,0.065008,7.4137e-05,3.5184,0.60456,1,0.003015,0.55,0.0025,0.003015
1.6178,-0.0095727,0.0012211,1.6392e-09,5.1576,0.065178,7.4241e-05,3.5183,0.60458,1,0.00303,0.55,0.0025,0.00303
1.6134,-0.0098609,0.0013268,1.6394e-09,5.1774,0.065348,7.4345e-05,3.5182,0.6046,1,0.003045,0.55,0.0025,0.003045
1.609,-0.010149,0.0014326,1.6395e-09,5.1972,0.065518,7.445e-05,3.5181,0.60462,1,0.00306,0.55,0.0025,0.00306
1.6046,-0.010437,0.0015383,1.6396e-09,5.217,0.065688,7.4554e-05,3.518,0.60464,1,0.003075,0.55,0.0025,0.003075
1.6002,-0.010725,0.0016441,1.6397e-09,5.2368,0.065858,7.4658e-05,3.5179,0.60466,1,0.00309,0.55,0.0025,0.00309
1.5958,-0.011014,0.0017499,1.6398e-09,5.2566,0.066028,7.4763e-05,3.5178,0.60468,1,0.003105,0.55,0.0025,0.003105
1.5914,-0.011302,0.0018556,1.64e-09,5.2764,0.066197,7.4867e-05,3.5177,0.6047,1,0.00312,0.55,0.0025,0.00312
1.587,-0.01159,0.0019614,1.6401e-09,5.2962,0.066367,7.4971e-05,3.5176,0.60472,1,0.003135,0.55,0.0025,0.003135
1.5826,-0.011878,0.0020671,1.6402e-09,5.316,0.066537,7.5076e-05,3.5175,0.60474,1,0.00315,0.55,0.0025,0.00315
1.5782,-0.012166,0.0021729,1.6403e-09,5.3358,0.066707,7.518e-05,3.5174,0.60476,1,0.003165,0.55,0.0025,0.003165
1.5738,-0.012455,0.0022786,1.6404e-09,5.3556,0.066877,7.5284e-05,3.5173,0.60478,1,0.00318,0.55,0.0025,0.00318
1.5694,-0.012743,0.0023844,1.6406e-09,5.3754,0.067047,7.5389e-05,3.5172,0.6048,1,0.003195,0.55,0.0025,0.003195
1.565,-0.013031,0.0024902,1.6407e-09,5.3952,0.067217,7.5493e-05,3.5171,0.60482,1,0.00321,0.55,0.0025,0.00321
1.5606,-0.013319,0.0025959,1.6408e-09,5.415,0.067387,7.5597e-05,3.517,0.60484,1,0.003225,0.55,0.0025,0.003225
1.5562,-0.013607,0.0027017,1.6409e-09,5.4348,0.067557,7.5702e-05,3.5169,0.60486,1,0.00324,0.55,0.0025,0.00324
1.5518,-0.013896,0.0028074,1.641e-09,5.4546,0.067727,7.5806e-05,3.5168,0.60488,1,0.003255,0.55,0.0025,0.003255
1.5474,-0.014184,0.0029132,1.6412e-09,5.4744,0.067896,7.591e-05,3.5167,0.6049,1,0.00327,0.55,0.0025,0.00327
1.543,-0.014472,0.0030189,1.6413e-09,5.4942,0.068066,7.6015e-05,3.5165,0.60492,1,0.003285,0.55,0.0025,0.003285
1.5386,-0.01476,0.0031247,1.6414e-09,5.5139,0.068236,7.6119e-05,3.5164,0.60494,1,0.0033,0.55,0.0025,0.0033
1.5342,-0.015048,0.0032304,1.6415e-09,5.5337,0.068406,7.6223e-05,3.5163,0.60496,1,0.003315,0.55,0.0025,0.003315
1.5298,-0.015337,0.0033362,1.6416e-09,5.5535,0.068576,7.6328e-05,3.5162,0.60498,1,0.00333,0.55,0.0025,0.00333
1.5253,-0.015571,0.003449,1.6468e-09,5.5628,0.068654,7.6375e-05,3.5161,0.605,1,0.003345,0.55,0.0025,0.003345
1.5208,-0.015791,0.0035637,1.6534e-09,5.5691,0.068706,7.6407e-05,3.516,0.60501,1,0.00336,0.55,0.0025,0.00336
1.5162,-0.01601,0.0036785,1.66e-09,5.5753,0.068758,7.6439e-05,3.5159,0.60503,1,0.003375,0.55,0.0025,0.003375
1.5117,-0.016229,0.0037932,1.6666e-09,5.5816,0.068809,7.6471e-05,3.5158,0.60504,1,0.00339,0.55,0.0025,0.00339
1.5072,-0.016449,0.003908,1.6731e-09,5.5878,0.068861,7.6502e-05,3.5157,0.60506,1,0.003405,0.55,0.0025,0.003405
1.5027,-0.016668,0.0040227,1.6797e-09,5.5941,0.068913,7.6534e-05,3.5156,0.60507,1,0.00342,0.55,0.0025,0.00342
1.4981,-0.016888,0.0041375,1.6863e-09,5.6004,0.068965,7.6566e-05,3.5155,0.60509,1,0.003435,0.55,0.0025,0.003435
1.4936,-0.017107,0.0042523,1.6929e-09,5.6066,0.069017,7.6597e-05,3.5154,0.6051,1,0.00345,0.55,0.0025,0.00345
1.4891,-0.017326,0.004367,1.6995e-09,5.6129,0.069068,7.6629e-05,3.5153,0.60512,1,0.003465,0.55,0.0025,0.003465
1.4846,-0.017546,0.0044818,1.7061e-09,5.6191,0.06912,7.6661e-05,3.5152,0.60514,1,0.00348,0.55,0.0025,0.00348
1.4801,-0.017765,0.0045965,1.7127e-09,5.6254,0.069172,7.6693e-05,3.5151,0.60515,1,0.003495,0.55,0.0025,0.003495
1.4755,-0.017985,0.0047113,1.7193e-09,5.6317,0.069224,7.6724e-05,3.5149,0.60517,1,0.00351,0.55,0.0025,0.00351
1.471,-0.018204,0.004826,1.7259e-09,5.6379,0.069276,7.6756e-05,3.5148,0.60518,1,0.003525,0.55,0.0025,0.003525
1.4665,-0.018424,0.0049408,1.7324e-09,5.6442,0.069327,7.6788e-05,3.5147,0.6052,1,0.00354,0.55,0.0025,0.00354
1.462,-0.018643,0.0050555,1.739e-09,5.6504,0.069379,7.6819e-05,3.5146,0.60521,1,0.003555,0.55,0.0025,0.003555
1.4574,-0.018862,0.0051703,1.7456e-09,5.6567,0.069431,7.6851e-05,3.5145,0.60523,1,0.00357,0.55,0.0025,0.00357
1.4529,-0.019082,0.0052851,1.7522e-09,5.663,0.069483,7.6883e-05,3.5144,0.60524,1,0.003585,0.55,0.0025,0.003585
1.4484,-0.019301,0.0053998,1.7588e-09,5.6692,0.069535,7.6915e-05,3.5143,0.60526,1,0.0036,0.55,0.0025,0.0036
1.4439,-0.019521,0.0055146,1.7654e-09,5.6755,0.069586,7.6946e-05,3.5142,0.60528,1,0.003615,0.55,0.0025,0.003615
1.4393,-0.01974,0.0056293,1.772e-09,5.6817,0.069638,7.6978e-05,3.5141,0.60529,1,0.00363,0.55,0.0025,0.00363
1.4348,-0.019959,0.0057441,1.7786e-09,5.688,0.06969,7.701e-05,3.514,0.60531,1,0.003645,0.55,0.0025,0.003645
1.4303,-0.020179,0.0058588,1.7852e-09,5.6943,0.069742,7.7041e-05,3.5139,0.60532,1,0.00366,0.55,0.0025,0.00366
1.4258,-0.020318,0.0059719,1.791e-09,5.6936,0.069734,7.7036e-05,3.5138,0.60533,1,0.003675,0.55,0.0025,0.003675
1.4213,-0.020394,0.0060836,1.7963e-09,5.6874,0.069679,7.7001e-05,3.5136,0.60533,1,0.00369,0.55,0.0025,0.00369
1.4168,-0.020469,0.0061953,1.8015e-09,5.6812,0.069625,7.6966e-05,3.5135,0.60533,1,0.003705,0.55,0.0025,0.003705
1.4123,-0.020545,0.006307,1.8068e-09,5.6751,0.06957,7.6932e-05,3.5134,0.60534,1,0.00372,0.55,0.0025,0.00372
1.4079,-0.02062,0.0064187,1.812e-09,5.6689,0.069515,7.6897e-05,3.5133,0.60534,1,0.003735,0.55,0.0025,0.003735
1.4034,-0.020696,0.0065304,1.8173e-09,5.6627,0.06946,7.6862e-05,3.5131,0.60534,1,0.00375,0.55,0.0025,0.00375
1.3989,-0.020771,0.0066421,1.8225e-09,5.6565,0.069405,7.6827e-05,3.513,0.60534,1,0.003765,0.55,0.0025,0.003765
1.3944,-0.020847,0.0067538,1.8278e-09,5.6503,0.06935,7.6792e-05,3.5129,0.60535,1,0.00378,0.55,0.0025,0.00378
1.3899,-0.020922,0.0068655,1.8331e-09,5.6442,0.069296,7.6757e-05,3.5128,0.60535,1,0.003795,0.55,0.0025,0.003795
1.3854,-0.020998,0.0069772,1.8383e-09,5.638,0.069241,7.6723e-05,3.5127,0.60535,1,0.00381,0.55,0.0025,0.00381
1.381,-0.021073,0.0070889,1.8436e-09,5.6318,0.069186,7.6688e-05,3.5125,0.60535,1,0.003825,0.55,0.0025,0.003825
1.3765,-0.021148,0.0072006,1.8488e-09,5.6256,0.069131,7.6653e-05,3.5124,0.60535,1,0.00384,0.55,0.0025,0.00384
1.372,-0.021224,0.0073123,1.8541e-09,5.6194,0.069076,7.6618e-05,3.5123,0.60536,1,0.003855,0.55,0.0025,0.003855
1.3675,-0.021299,0.007424,1.8593e-09,5.6132,0.069021,7.6583e-05,3.5122,0.60536,1,0.00387,0.55,0.0025,0.00387
1.363,-0.021375,0.0075357,1.8646e-09,5.6071,0.068966,7.6548e-05,3.5121,0.60536,1,0.003885,0.55,0.0025,0.003885
1.3585,-0.02145,0.0076474,1.8699e-09,5.6009,0.068912,7.6514e-05,3.5119,0.60536,1,0.0039,0.55,0.0025,0.0039
1.354,-0.021526,0.0077591,1.8751e-09,5.5947,0.068857,7.6479e-05,3.5118,0.60536,1,0.003915,0.55,0.0025,0.003915
1.3496,-0.021601,0.0078708,1.8804e-09,5.5885,0.068802,7.6444e-05,3.5117,0.60537,1,0.00393,0.55,0.0025,0.00393
1.3451,-0.021677,0.0079825,1.8856e-09,5.5823,0.068747,7.6409e-05,3.5116,0.60537,1,0.003945,0.55,0.0025,0.003945
1.3406,-0.021752,0.0080942,1.8909e-09,5.5762,0.068692,7.6374e-05,3.5114,0.60537,1,0.00396,0.55,0.0025,0.00396
1.3361,-0.021828,0.0082059,1.8961e-09,5.57,0.068637,7.6339e-05,3.5113,0.60537,1,0.003975,0.55,0.0025,0.003975
1.3316,-0.021903,0.0083176,1.9014e-09,5.5638,0.068583,7.6304e-05,3.5112,0.60538,1,0.00399,0.55,0.0025,0.00399
1.3272,-0.021909,0.0084226,1.9034e-09,5.554,0.068497,7.6251e-05,3.5111,0.60537,1,0.004005,0.55,0.0025,0.004005
1.3229,-0.021777,0.0085144,1.8989e-09,5.5368,0.068349,7.616e-05,3.5109,0.60536,1,0.00402,0.55,0.0025,0.00402
1.3187,-0.021644,0.0086061,1.8943e-09,5.5197,0.068202,7.6069e-05,3.5108,0.60534,1,0.004035,0.55,0.0025,0.004035
1.3144,-0.021511,0.0086978,1.8898e-09,5.5026,0.068054,7.5979e-05,3.5107,0.60533,1,0.00405,0.55,0.0025,0.00405
1.3101,-0.021379,0.0087896,1.8853e-09,5.4855,0.067906,7.5888e-05,3.5105,0.60531,1,0.004065,0.55,0.0025,0.004065
1.3059,-0.021246,0.0088813,1.8808e-09,5.4683,0.067759,7.5797e-05,3.5104,0.6053,1,0.00408,0.55,0.0025,0.00408
1.3016,-0.021113,0.008973,1.8762e-09,5.4512,0.067611,7.5706e-05,3.5102,0.60528,1,0.004095,0.55,0.0025,0.004095
1.2973,-0.02098,0.0090648,1.8717e-09,5.4341,0.067463,7.5616e-05,3.5101,0.60527,1,0.00411,0.55,0.0025,0.00411
1.2931,-0.020848,0.0091565,1.8672e-09,5.417,0.067316,7.5525e-05,3.51,0.60525,1,0.004125,0.55,0.0025,0.004125
1.2888,-0.020715,0.0092483,1.8627e-09,5.3998,0.067168,7.5434e-05,3.5098,0.60524,1,0.00414,0.55,0.0025,0.00414
1.2845,-0.020582,0.00934,1.8581e-09,5.3827,0.067021,7.5343e-05,3.5097,0.60522,1,0.004155,0.55,0.0025,0.004155
1.2803,-0.02045,0.0094317,1.8536e-09,5.3656,0.066873,7.5253e-05,3.5096,0.60521,1,0.00417,0.55,0.0025,0.00417
1.276,-0.020317,0.0095235,1.8491e-09,5.3485,0.066725,7.5162e-05,3.5094,0.60519,1,0.004185,0.55,0.0025,0.004185
1.2717,-0.020184,0.0096152,1.8446e-09,5.3313,0.066578,7.5071e-05,3.5093,0.60518,1,0.0042,0.55,0.0025,0.0042
1.2675,-0.020051,0.0097069,1.84e-09,5.3142,0.06643,7.498e-05,3.5091,0.60516,1,0.004215,0.55,0.0025,0.004215
1.2632,-0.019919,0.0097987,1.8355e-09,5.2971,0.066283,7.489e-05,3.509,0.60515,1,0.00423,0.55,0.0025,0.00423
1.2589,-0.019786,0.0098904,1.831e-09,5.28,0.066135,7.4799e-05,3.5089,0.60513,1,0.004245,0.55,0.0025,0.004245
1.2547,-0.019653,0.0099821,1.8264e-09,5.2628,0.065987,7.4708e-05,3.5087,0.60512,1,0.00426,0.55,0.0025,0.00426
1.2504,-0.019521,0.010074,1.8219e-09,5.2457,0.06584,7.4617e-05,3.5086,0.6051,1,0.004275,0.55,0.0025,0.004275
1.2461,-0.019388,0.010166,1.8174e-09,5.2286,0.065692,7.4527e-05,3.5084,0.60509,1,0.00429,0.55,0.0025,0.00429
1.2419,-0.019255,0.010257,1.8129e-09,5.2115,0.065544,7.4436e-05,3.5083,0.60507,1,0.004305,0.55,0.0025,0.004305
1.2376,-0.019122,0.010349,1.8083e-09,5.1943,0.065397,7.4345e-05,3.5082,0.60506,1,0.00432,0.55,0.0025,0.00432
1.2334,-0.018961,0.010437,1.8034e-09,5.1763,0.065241,7.425e-05,3.508,0.60504,1,0.004335,0.55,0.0025,0.004335
1.2295,-0.018573,0.010496,1.7953e-09,5.1511,0.065022,7.4115e-05,3.5079,0.605,1,0.00435,0.55,0.0025,0.00435
1.2256,-0.018184,0.010555,1.7872e-09,5.1259,0.064802,7.398e-05,3.5077,0.60497,1,0.004365,0.55,0.0025,0.004365
1.2218,-0.017796,0.010614,1.7792e-09,5.1007,0.064583,7.3846e-05,3.5076,0.60494,1,0.00438,0.55,0.0025,0.00438
1.2179,-0.017408,0.010673,1.7711e-09,5.0755,0.064364,7.3711e-05,3.5074,0.6049,1,0.004395,0.55,0.0025,0.004395
1.214,-0.017019,0.010732,1.763e-09,5.0503,0.064144,7.3576e-05,3.5072,0.60487,1,0.00441,0.55,0.0025,0.00441
1.2101,-0.016631,0.010792,1.7549e-09,5.0251,0.063925,7.3442e-05,3.5071,0.60484,1,0.004425,0.55,0.0025,0.004425
1.2062,-0.016242,0.010851,1.7468e-09,4.9999,0.063706,7.3307e-05,3.5069,0.6048,1,0.00444,0.55,0.0025,0.00444
1.2024,-0.015854,0.01091,1.7387e-09,4.9747,0.063486,7.3173e-05,3.5068,0.60477,1,0.004455,0.55,0.0025,0.004455
1.1985,-0.015465,0.010969,1.7306e-09,4.9495,0.063267,7.3038e-05,3.5066,0.60474,1,0.00447,0.55,0.0025,0.00447
1.1946,-0.015077,0.011028,1.7226e-09,4.9243,0.063047,7.2903e-05,3.5065,0.6047,1,0.004485,0.55,0.0025,0.004485
1.1907,-0.014688,0.011087,1.7145e-09,4.8991,0.062828,7.2769e-05,3.5063,0.60467,1,0.0045,0.55,0.0025,0.0045
1.1868,-0.0143,0.011146,1.7064e-09,4.8739,0.062609,7.2634e-05,3.5061,0.60464,1,0.004515,0.55,0.0025,0.004515
1.183,-0.013912,0.011205,1.6983e-09,4.8487,0.062389,7.25e-05,3.506,0.6046,1,0.00453,0.55,0.0025,0.00453
1.1791,-0.013523,0.011264,1.6902e-09,4.8235,0.06217,7.2365e-05,3.5058,0.60457,1,0.004545,0.55,0.0025,0.004545
1.1752,-0.013135,0.011323,1.6821e-09,4.7983,0.061951,7.223e-05,3.5057,0.60454,1,0.00456,0.55,0.0025,0.00456
1.1713,-0.012746,0.011382,1.674e-09,4.7731,0.061731,7.2096e-05,3.5055,0.6045,1,0.004575,0.55,0.0025,0.004575
1.1674,-0.012358,0.011441,1.666e-09,4.7479,0.061512,7.1961e-05,3.5054,0.60447,1,0.00459,0.55,0.0025,0.00459
1.1636,-0.011969,0.0115,1.6579e-09,4.7227,0.061292,7.1826e-05,3.5052,0.60444,1,0.004605,0.55,0.0025,0.004605
1.1597,-0.011581,0.011559,1.6498e-09,4.6975,0.061073,7.1692e-05,3.505,0.6044,1,0.00462,0.55,0.0025,0.00462
1.1558,-0.011192,0.011618,1.6417e-09,4.6723,0.060854,7.1557e-05,3.5049,0.60437,1,0.004635,0.55,0.0025,0.004635
1.1519,-0.010804,0.011677,1.6336e-09,4.6471,0.060634,7.1423e-05,3.5047,0.60434,1,0.00465,0.55,0.0025,0.00465
1.148,-0.010416,0.011736,1.6255e-09,4.6219,0.060415,7.1288e-05,3.5046,0.6043,1,0.004665,0.55,0.0025,0.004665
1.1446,-0.0097761,0.011765,1.6157e-09,4.5933,0.060157,7.1124e-05,3.5044,0.60425,1,0.00468,0.55,0.0025,0.00468
1.1412,-0.0091052,0.011789,1.6057e-09,4.5644,0.059895,7.0956e-05,3.5042,0.6042,1,0.004695,0.55,0.0025,0.004695
1.1378,-0.0084343,0.011813,1.5956e-09,4.5355,0.059633,7.0789e-05,3.5041,0.60415,1,0.00471,0.55,0.0025,0.00471
1.1345,-0.0077635,0.011837,1.5856e-09,4.5065,0.059371,7.0621e-05,3.5039,0.6041,1,0.004725,0.55,0.0025,0.004725
1.1311,-0.0070926,0.011861,1.5756e-09,4.4776,0.059109,7.0453e-05,3.5037,0.60404,1,0.00474,0.55,0.0025,0.00474
1.1277,-0.0064217,0.011886,1.5655e-09,4.4486,0.058847,7.0285e-05,3.5035,0.60399,1,0.004755,0.55,0.0025,0.004755
1.1243,-0.0057508,0.01191,1.5555e-09,4.4197,0.058585,7.0118e-05,3.5034,0.60394,1,0.00477,0.55,0.0025,0.00477
1.1209,-0.0050799,0.011934,1.5454e-09,4.3907,0.058323,6.995e-05,3.5032,0.60389,1,0.004785,0.55,0.0025,0.004785
1.1175,-0.004409,0.011958,1.5354e-09,4.3618,0.058061,6.9782e-05,3.503,0.60383,1,0.0048,0.55,0.0025,0.0048
1.1142,-0.0037381,0.011983,1.5254e-09,4.3328,0.057799,6.9615e-05,3.5028,0.60378,1,0.004815,0.55,0.0025,0.004815
1.1108,-0.0030673,0.012007,1.5153e-09,4.3039,0.057537,6.9447e-05,3.5026,0.60373,1,0.00483,0.55,0.0025,0.00483
1.1074,-0.0023964,0.012031,1.5053e-09,4.2749,0.057275,6.9279e-05,3.5025,0.60368,1,0.004845,0.55,0.0025,0.004845
1.104,-0.0017255,0.012055,1.4953e-09,4.246,0.057012,6.9112e-05,3.5023,0.60363,1,0.00486,0.55,0.0025,0.00486
1.1006,-0.0010546,0.012079,1.4852e-09,4.217,0.05675,6.8944e-05,3.5021,0.60357,1,0.004875,0.55,0.0025,0.004875
1.0973,-0.00038374,0.012104,1.4752e-09,4.1881,0.056488,6.8776e-05,3.5019,0.60352,1,0.00489,0.55,0.0025,0.00489
1.0939,0.00028713,0.012128,1.4652e-09,4.1591,0.056226,6.8609e-05,3.5018,0.60347,1,0.004905,0.55,0.0025,0.004905
1.0905,0.00095801,0.012152,1.4551e-09,4.1302,0.055964,6.8441e-05,3.5016,0.60342,1,0.00492,0.55,0.0025,0.00492
1.0871,0.0016289,0.012176,1.4451e-09,4.1012,0.055702,6.8273e-05,3.5014,0.60337,1,0.004935,0.55,0.0025,0.004935
1.0837,0.0022998,0.012201,1.435e-09,4.0723,0.05544,6.8106e-05,3.5012,0.60331,1,0.00495,0.55,0.0025,0.00495
1.0803,0.0029707,0.012225,1.425e-09,4.0433,0.055178,6.7938e-05,3.5011,0.60326,1,0.004965,0.55,0.0025,0.004965
1.077,0.0036415,0.012249,1.415e-09,4.0144,0.054916,6.777e-05,3.5009,0.60321,1,0.00498,0.55,0.0025,0.00498
1.0736,0.0043124,0.012273,1.4049e-09,3.9854,0.054654,6.7603e-05,3.5007,0.60316,1,0.004995,0.55,0.0025,0.004995
1.0705,0.0051744,0.012282,1.3949e-09,3.957,0.054384,6.7418e-05,3.5005,0.60309,1,0.00501,0.55,0.0025,0.00501
1.0677,0.0061318,0.012283,1.3849e-09,3.9288,0.05411,6.7224e-05,3.5003,0.60302,1,0.005025,0.55,0.0025,0.005025
1.0648,0.0070893,0.012284,1.3749e-09,3.9007,0.053837,6.703e-05,3.5001,0.60295,1,0.00504,0.55,0.0025,0.00504
1.0619,0.0080467,0.012284,1.3649e-09,3.8725,0.053563,6.6837e-05,3.4999,0.60288,1,0.005055,0.55,0.0025,0.005055
1.059,0.0090042,0.012285,1.3549e-09,3.8443,0.05329,6.6643e-05,3.4998,0.60281,1,0.00507,0.55,0.0025,0.00507
1.0562,0.0099616,0.012286,1.3449e-09,3.8161,0.053016,6.645e-05,3.4996,0.60274,1,0.005085,0.55,0.0025,0.005085
1.0533,0.010919,0.012287,1.3349e-09,3.788,0.052743,6.6256e-05,3.4994,0.60267,1,0.0051,0.55,0.0025,0.0051
1.0504,0.011877,0.012288,1.3249e-09,3.7598,0.052469,6.6063e-05,3.4992,0.6026,1,0.005115,0.55,0.0025,0.005115
1.0475,0.012834,0.012289,1.315e-09,3.7316,0.052195,6.5869e-05,3.499,0.60252,1,0.00513,0.55,0.0025,0.00513
1.0447,0.013791,0.012289,1.305e-09,3.7035,0.051922,6.5676e-05,3.4988,0.60245,1,0.005145,0.55,0.0025,0.005145
1.0418,0.014749,0.01229,1.295e-09,3.6753,0.051648,6.5482e-05,3.4986,0.60238,1,0.00516,0.55,0.0025,0.00516
1.0389,0.015706,0.012291,1.285e-09,3.6471,0.051375,6.5288e-05,3.4984,0.60231,1,0.005175,0.55,0.0025,0.005175
1.0361,0.016664,0.012292,1.275e-09,3.6189,0.051101,6.5095e-05,3.4982,0.60224,1,0.00519,0.55,0.0025,0.00519
1.0332,0.017621,0.012293,1.265e-09,3.5908,0.050828,6.4901e-05,3.498,0.60217,1,0.005205,0.55,0.0025,0.005205
1.0303,0.018579,0.012294,1.255e-09,3.5626,0.050554,6.4708e-05,3.4978,0.6021,1,0.00522,0.55,0.0025,0.00522
1.0274,0.019536,0.012294,1.245e-09,3.5344,0.050281,6.4514e-05,3.4976,0.60203,1,0.005235,0.55,0.0025,0.005235
1.0246,0.020494,0.012295,1.235e-09,3.5063,0.050007,6.4321e-05,3.4974,0.60196,1,0.00525,0.55,0.0025,0.00525
1.0217,0.021451,0.012296,1.225e-09,3.4781,0.049733,6.4127e-05,3.4972,0.60189,1,0.005265,0.55,0.0025,0.005265
1.0188,0.022409,0.012297,1.215e-09,3.4499,0.04946,6.3933e-05,3.497,0.60181,1,0.00528,0.55,0.0025,0.00528
1.0159,0.023366,0.012298,1.205e-09,3.4217,0.049186,6.374e-05,3.4968,0.60174,1,0.005295,0.55,0.0025,0.005295
1.0131,0.024324,0.012299,1.195e-09,3.3936,0.048913,6.3546e-05,3.4966,0.60167,1,0.00531,0.55,0.0025,0.00531
1.0102,0.025281,0.0123,1.185e-09,3.3654,0.048639,6.3353e-05,3.4964,0.6016,1,0.005325,0.55,0.0025,0.005325
1.0075,0.026356,0.012302,1.1758e-09,3.3391,0.048373,6.315e-05,3.4962,0.60152,1,0.00534,0.55,0.0025,0.00534
1.0051,0.027578,0.012306,1.1677e-09,3.3152,0.048115,6.2934e-05,3.496,0.60143,1,0.005355,0.55,0.0025,0.005355
1.0026,0.0288,0.01231,1.1596e-09,3.2913,0.047858,6.2719e-05,3.4958,0.60133,1,0.00537,0.55,0.0025,0.00537
1.0001,0.030023,0.012314,1.1515e-09,3.2673,0.0476,6.2504e-05,3.4956,0.60124,1,0.005385,0.55,0.0025,0.005385
0.99769,0.031245,0.012318,1.1433e-09,3.2434,0.047342,6.2289e-05,3.4954,0.60114,1,0.0054,0.55,0.0025,0.0054
0.99524,0.032467,0.012322,1.1352e-09,3.2195,0.047085,6.2074e-05,3.4952,0.60105,1,0.005415,0.55,0.0025,0.005415
0.99279,0.033689,0.012326,1.1271e-09,3.1956,0.046827,6.1858e-05,3.4949,0.60095,1,0.00543,0.55,0.0025,0.00543
0.99034,0.034912,0.01233,1.119e-09,3.1716,0.04657,6.1643e-05,3.4947,0.60086,1,0.005445,0.55,0.0025,0.005445
0.98788,0.036134,0.012335,1.1108e-09,3.1477,0.046312,6.1428e-05,3.4945,0.60077,1,0.00546,0.55,0.0025,0.00546
0.98543,0.037356,0.012339,1.1027e-09,3.1238,0.046055,6.1213e-05,3.4943,0.60067,1,0.005475,0.55,0.0025,0.005475
0.98298,0.038578,0.012343,1.0946e-09,3.0999,0.045797,6.0998e-05,3.4941,0.60058,1,0.00549,0.55,0.0025,0.00549
0.98053,0.0398,0.012347,1.0865e-09,3.0759,0.045539,6.0782e-05,3.4938,0.60048,1,0.005505,0.55,0.0025,0.005505
0.97807,0.041023,0.012351,1.0783e-09,3.052,0.045282,6.0567e-05,3.4936,0.60039,1,0.00552,0.55,0.0025,0.00552
0.97562,0.042245,0.012355,1.0702e-09,3.0281,0.045024,6.0352e-05,3.4934,0.60029,1,0.005535,0.55,0.0025,0.005535
0.97317,0.043467,0.012359,1.0621e-09,3.0042,0.044767,6.0137e-05,3.4932,0.6002,1,0.00555,0.55,0.0025,0.00555
0.97072,0.044689,0.012363,1.054e-09,2.9802,0.044509,5.9922e-05,3.493,0.60011,1,0.005565,0.55,0.0025,0.005565
0.96826,0.045911,0.012367,1.0458e-09,2.9563,0.044251,5.9706e-05,3.4928,0.60001,1,0.00558,0.55,0.0025,0.00558
0.96581,0.047134,0.012371,1.0377e-09,2.9324,0.043994,5.9491e-05,3.4925,0.59992,1,0.005595,0.55,0.0025,0.005595
0.96336,0.048356,0.012375,1.0296e-09,2.9085,0.043736,5.9276e-05,3.4923,0.59982,1,0.00561,0.55,0.0025,0.00561
0.96091,0.049578,0.01238,1.0215e-09,2.8845,0.043479,5.9061e-05,3.4921,0.59973,1,0.005625,0.55,0.0025,0.005625
0.95845,0.0508,0.012384,1.0133e-09,2.8606,0.043221,5.8846e-05,3.4919,0.59963,1,0.00564,0.55,0.0025,0.00564
0.956,0.052022,0.012388,1.0052e-09,2.8367,0.042964,5.8631e-05,3.4917,0.59954,1,0.005655,0.55,0.0025,0.005655
0.95361,0.05329,0.012401,9.99e-10,2.8141,0.042714,5.8411e-05,3.4914,0.59944,1,0.00567,0.55,0.0025,0.00567
