"U:0","U:1","U:2","alpha.water","epsilon","k","nut","p","p_rgh","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.60829,0.07657,0.048903,1.1414e-09,2.1979,0.027986,3.2508e-05,3.4001,0.53216,1,0.008595,0.55,0.0025,0.008595
0.60816,0.074371,0.04909,1.0954e-09,2.2051,0.028056,3.2562e-05,3.3994,0.5316,1,0.00861,0.55,0.0025,0.00861
0.60803,0.072171,0.049277,1.0494e-09,2.2122,0.028126,3.2616e-05,3.3987,0.53104,1,0.008625,0.55,0.0025,0.008625
0.6079,0.069972,0.049464,1.0034e-09,2.2193,0.028195,3.267e-05,3.3981,0.53048,1,0.00864,0.55,0.0025,0.00864
0.60777,0.067773,0.049651,9.5746e-10,2.2265,0.028265,3.2724e-05,3.3974,0.52992,1,0.008655,0.55,0.0025,0.008655
0.6077,0.065505,0.049846,9.1529e-10,2.2343,0.02834,3.2779e-05,3.3967,0.52935,1,0.00867,0.55,0.0025,0.00867
0.60782,0.062995,0.050072,8.8645e-10,2.2447,0.028431,3.2837e-05,3.396,0.52875,1,0.008685,0.55,0.0025,0.008685
0.60794,0.060486,0.050297,8.5761e-10,2.2551,0.028522,3.2895e-05,3.3952,0.52815,1,0.0087,0.55,0.0025,0.0087
0.60807,0.057977,0.050523,8.2878e-10,2.2654,0.028613,3.2953e-05,3.3945,0.52754,1,0.008715,0.55,0.0025,0.008715
0.60819,0.055469,0.050748,7.9994e-10,2.2758,0.028704,3.3011e-05,3.3938,0.52694,1,0.00873,0.55,0.0025,0.00873
0.60831,0.05296,0.050974,7.711e-10,2.2862,0.028795,3.307e-05,3.393,0.52634,1,0.008745,0.55,0.0025,0.008745
0.60843,0.050451,0.051199,7.4226e-10,2.2965,0.028887,3.3128e-05,3.3923,0.52574,1,0.00876,0.55,0.0025,0.00876
0.60855,0.047942,0.051425,7.1342e-10,2.3069,0.028978,3.3186e-05,3.3916,0.52513,1,0.008775,0.55,0.0025,0.008775
0.60868,0.045433,0.05165,6.8458e-10,2.3173,0.029069,3.3244e-05,3.3909,0.52453,1,0.00879,0.55,0.0025,0.00879
0.6088,0.042924,0.051875,6.5574e-10,2.3277,0.02916,3.3302e-05,3.3901,0.52393,1,0.008805,0.55,0.0025,0.008805
0.60892,0.040415,0.052101,6.269e-10,2.338,0.029251,3.336e-05,3.3894,0.52333,1,0.00882,0.55,0.0025,0.00882
0.60904,0.037906,0.052326,5.9806e-10,2.3484,0.029342,3.3418e-05,3.3887,0.52273,1,0.008835,0.55,0.0025,0.008835
0.60916,0.035397,0.052552,5.6923e-10,2.3588,0.029434,3.3476e-05,3.388,0.52212,1,0.00885,0.55,0.0025,0.00885
0.60928,0.032888,0.052777,5.4039e-10,2.3691,0.029525,3.3534e-05,3.3872,0.52152,1,0.008865,0.55,0.0025,0.008865
0.60941,0.030379,0.053003,5.1155e-10,2.3795,0.029616,3.3592e-05,3.3865,0.52092,1,0.00888,0.55,0.0025,0.00888
0.60953,0.02787,0.053228,4.8271e-10,2.3899,0.029707,3.365e-05,3.3858,0.52032,1,0.008895,0.55,0.0025,0.008895
0.60965,0.025361,0.053454,4.5387e-10,2.4002,0.029798,3.3709e-05,3.3851,0.51971,1,0.00891,0.55,0.0025,0.00891
0.60977,0.022852,0.053679,4.2503e-10,2.4106,0.029889,3.3767e-05,3.3843,0.51911,1,0.008925,0.55,0.0025,0.008925
0.60989,0.020343,0.053904,3.9619e-10,2.421,0.029981,3.3825e-05,3.3836,0.51851,1,0.00894,0.55,0.0025,0.00894
0.61002,0.017834,0.05413,3.6735e-10,2.4314,0.030072,3.3883e-05,3.3829,0.51791,1,0.008955,0.55,0.0025,0.008955
0.61014,0.015325,0.054355,3.3851e-10,2.4417,0.030163,3.3941e-05,3.3822,0.51731,1,0.00897,0.55,0.0025,0.00897
0.61026,0.012816,0.054581,3.0967e-10,2.4521,0.030254,3.3999e-05,3.3814,0.5167,1,0.008985,0.55,0.0025,0.008985
0.61038,0.010307,0.054806,2.8084e-10,2.4625,0.030345,3.4057e-05,3.3807,0.5161,1,0.009,0.55,0.0025,0.009
0.61053,0.0078649,0.05506,2.7409e-10,2.478,0.030461,3.4106e-05,3.3799,0.51544,1,0.009015,0.55,0.0025,0.009015
0.61067,0.0054228,0.055315,2.6735e-10,2.4935,0.030576,3.4154e-05,3.3791,0.51477,1,0.00903,0.55,0.0025,0.00903
0.61082,0.0029805,0.055569,2.606e-10,2.5091,0.030691,3.4203e-05,3.3783,0.51411,1,0.009045,0.55,0.0025,0.009045
0.61097,0.00053832,0.055823,2.5386e-10,2.5246,0.030806,3.4252e-05,3.3776,0.51344,1,0.00906,0.55,0.0025,0.00906
0.61111,-0.0019038,0.056077,2.4712e-10,2.5401,0.030921,3.43e-05,3.3768,0.51278,1,0.009075,0.55,0.0025,0.009075
0.61126,-0.004346,0.056331,2.4037e-10,2.5556,0.031037,3.4349e-05,3.376,0.51212,1,0.00909,0.55,0.0025,0.00909
0.6114,-0.0067881,0.056585,2.3363e-10,2.5712,0.031152,3.4397e-05,3.3752,0.51145,1,0.009105,0.55,0.0025,0.009105
0.61155,-0.0092303,0.056839,2.2689e-10,2.5867,0.031267,3.4446e-05,3.3744,0.51079,1,0.00912,0.55,0.0025,0.00912
0.6117,-0.011672,0.057093,2.2014e-10,2.6022,0.031382,3.4495e-05,3.3736,0.51012,1,0.009135,0.55,0.0025,0.009135
0.61184,-0.014115,0.057348,2.134e-10,2.6178,0.031498,3.4543e-05,3.3728,0.50946,1,0.00915,0.55,0.0025,0.00915
0.61199,-0.016557,0.057602,2.0666e-10,2.6333,0.031613,3.4592e-05,3.372,0.50879,1,0.009165,0.55,0.0025,0.009165
0.61213,-0.018999,0.057856,1.9991e-10,2.6488,0.031728,3.4641e-05,3.3713,0.50813,1,0.00918,0.55,0.0025,0.00918
0.61228,-0.021441,0.05811,1.9317e-10,2.6644,0.031843,3.4689e-05,3.3705,0.50747,1,0.009195,0.55,0.0025,0.009195
0.61243,-0.023883,0.058364,1.8643e-10,2.6799,0.031958,3.4738e-05,3.3697,0.5068,1,0.00921,0.55,0.0025,0.00921
0.61257,-0.026325,0.058618,1.7968e-10,2.6954,0.032074,3.4786e-05,3.3689,0.50614,1,0.009225,0.55,0.0025,0.009225
0.61272,-0.028768,0.058872,1.7294e-10,2.711,0.032189,3.4835e-05,3.3681,0.50547,1,0.00924,0.55,0.0025,0.00924
0.61287,-0.03121,0.059126,1.6619e-10,2.7265,0.032304,3.4884e-05,3.3673,0.50481,1,0.009255,0.55,0.0025,0.009255
0.61301,-0.033652,0.059381,1.5945e-10,2.742,0.032419,3.4932e-05,3.3665,0.50414,1,0.00927,0.55,0.0025,0.00927
0.61316,-0.036094,0.059635,1.5271e-10,2.7575,0.032535,3.4981e-05,3.3657,0.50348,1,0.009285,0.55,0.0025,0.009285
0.6133,-0.038536,0.059889,1.4596e-10,2.7731,0.03265,3.503e-05,3.365,0.50282,1,0.0093,0.55,0.0025,0.0093
0.61345,-0.040978,0.060143,1.3922e-10,2.7886,0.032765,3.5078e-05,3.3642,0.50215,1,0.009315,0.55,0.0025,0.009315
0.6136,-0.043421,0.060397,1.3248e-10,2.8041,0.03288,3.5127e-05,3.3634,0.50149,1,0.00933,0.55,0.0025,0.00933
0.61364,-0.045421,0.060601,1.3014e-10,2.8254,0.033025,3.5176e-05,3.3625,0.50077,1,0.009345,0.55,0.0025,0.009345
0.61364,-0.047295,0.060791,1.2907e-10,2.8483,0.033177,3.5226e-05,3.3617,0.50004,1,0.00936,0.55,0.0025,0.00936
0.61365,-0.04917,0.060982,1.2799e-10,2.8712,0.03333,3.5275e-05,3.3608,0.4993,1,0.009375,0.55,0.0025,0.009375
0.61366,-0.051044,0.061172,1.2692e-10,2.8942,0.033482,3.5324e-05,3.36,0.49857,1,0.00939,0.55,0.0025,0.00939
0.61367,-0.052919,0.061362,1.2585e-10,2.9171,0.033635,3.5374e-05,3.3591,0.49783,1,0.009405,0.55,0.0025,0.009405
0.61368,-0.054793,0.061552,1.2477e-10,2.94,0.033787,3.5423e-05,3.3583,0.4971,1,0.00942,0.55,0.0025,0.00942
0.61369,-0.056667,0.061742,1.237e-10,2.9629,0.03394,3.5473e-05,3.3574,0.49637,1,0.009435,0.55,0.0025,0.009435
0.6137,-0.058542,0.061932,1.2262e-10,2.9858,0.034092,3.5522e-05,3.3565,0.49563,1,0.00945,0.55,0.0025,0.00945
0.61371,-0.060416,0.062122,1.2155e-10,3.0088,0.034245,3.5572e-05,3.3557,0.4949,1,0.009465,0.55,0.0025,0.009465
0.61372,-0.062291,0.062312,1.2048e-10,3.0317,0.034397,3.5621e-05,3.3548,0.49417,1,0.00948,0.55,0.0025,0.00948
0.61373,-0.064165,0.062502,1.194e-10,3.0546,0.03455,3.5671e-05,3.354,0.49343,1,0.009495,0.55,0.0025,0.009495
0.61374,-0.066039,0.062692,1.1833e-10,3.0775,0.034702,3.572e-05,3.3531,0.4927,1,0.00951,0.55,0.0025,0.00951
0.61375,-0.067914,0.062882,1.1725e-10,3.1004,0.034855,3.577e-05,3.3523,0.49197,1,0.009525,0.55,0.0025,0.009525
0.61376,-0.069788,0.063072,1.1618e-10,3.1234,0.035007,3.5819e-05,3.3514,0.49123,1,0.00954,0.55,0.0025,0.00954
0.61377,-0.071663,0.063262,1.1511e-10,3.1463,0.03516,3.5869e-05,3.3505,0.4905,1,0.009555,0.55,0.0025,0.009555
0.61378,-0.073537,0.063453,1.1403e-10,3.1692,0.035312,3.5918e-05,3.3497,0.48976,1,0.00957,0.55,0.0025,0.00957
0.61378,-0.075411,0.063643,1.1296e-10,3.1921,0.035465,3.5967e-05,3.3488,0.48903,1,0.009585,0.55,0.0025,0.009585
0.61379,-0.077286,0.063833,1.1188e-10,3.215,0.035617,3.6017e-05,3.348,0.4883,1,0.0096,0.55,0.0025,0.0096
0.6138,-0.07916,0.064023,1.1081e-10,3.238,0.03577,3.6066e-05,3.3471,0.48756,1,0.009615,0.55,0.0025,0.009615
0.61381,-0.081035,0.064213,1.0974e-10,3.2609,0.035922,3.6116e-05,3.3463,0.48683,1,0.00963,0.55,0.0025,0.00963
0.61382,-0.082909,0.064403,1.0866e-10,3.2838,0.036075,3.6165e-05,3.3454,0.4861,1,0.009645,0.55,0.0025,0.009645
0.61383,-0.084783,0.064593,1.0759e-10,3.3067,0.036227,3.6215e-05,3.3445,0.48536,1,0.00966,0.55,0.0025,0.00966
0.61372,-0.086098,0.064681,1.0654e-10,3.3345,0.03641,3.6281e-05,3.3436,0.48459,1,0.009675,0.55,0.0025,0.009675
0.61351,-0.086966,0.064686,1.0551e-10,3.3663,0.036619,3.6362e-05,3.3427,0.4838,1,0.00969,0.55,0.0025,0.00969
0.6133,-0.087834,0.064692,1.0448e-10,3.398,0.036827,3.6442e-05,3.3418,0.483,1,0.009705,0.55,0.0025,0.009705
0.61308,-0.088701,0.064697,1.0345e-10,3.4298,0.037035,3.6522e-05,3.3409,0.4822,1,0.00972,0.55,0.0025,0.00972
0.61287,-0.089569,0.064703,1.0242e-10,3.4615,0.037243,3.6603e-05,3.34,0.4814,1,0.009735,0.55,0.0025,0.009735
0.61266,-0.090436,0.064709,1.0139e-10,3.4932,0.037451,3.6683e-05,3.339,0.4806,1,0.00975,0.55,0.0025,0.00975
0.61245,-0.091304,0.064714,1.0037e-10,3.525,0.037659,3.6763e-05,3.3381,0.47981,1,0.009765,0.55,0.0025,0.009765
0.61224,-0.092172,0.06472,9.9337e-11,3.5567,0.037867,3.6844e-05,3.3372,0.47901,1,0.00978,0.55,0.0025,0.00978
0.61203,-0.093039,0.064726,9.8308e-11,3.5884,0.038075,3.6924e-05,3.3363,0.47821,1,0.009795,0.55,0.0025,0.009795
0.61182,-0.093907,0.064731,9.7279e-11,3.6202,0.038284,3.7004e-05,3.3354,0.47741,1,0.00981,0.55,0.0025,0.00981
0.61161,-0.094774,0.064737,9.6251e-11,3.6519,0.038492,3.7085e-05,3.3344,0.47661,1,0.009825,0.55,0.0025,0.009825
0.6114,-0.095642,0.064743,9.5222e-11,3.6837,0.0387,3.7165e-05,3.3335,0.47582,1,0.00984,0.55,0.0025,0.00984
0.61119,-0.09651,0.064748,9.4193e-11,3.7154,0.038908,3.7245e-05,3.3326,0.47502,1,0.009855,0.55,0.0025,0.009855
0.61097,-0.097377,0.064754,9.3164e-11,3.7471,0.039116,3.7326e-05,3.3317,0.47422,1,0.00987,0.55,0.0025,0.00987
0.61076,-0.098245,0.064759,9.2135e-11,3.7789,0.039324,3.7406e-05,3.3307,0.47342,1,0.009885,0.55,0.0025,0.009885
0.61055,-0.099112,0.064765,9.1106e-11,3.8106,0.039532,3.7486e-05,3.3298,0.47263,1,0.0099,0.55,0.0025,0.0099
0.61034,-0.09998,0.064771,9.0077e-11,3.8423,0.039741,3.7566e-05,3.3289,0.47183,1,0.009915,0.55,0.0025,0.009915
0.61013,-0.10085,0.064776,8.9049e-11,3.8741,0.039949,3.7647e-05,3.328,0.47103,1,0.00993,0.55,0.0025,0.00993
0.60992,-0.10172,0.064782,8.802e-11,3.9058,0.040157,3.7727e-05,3.3271,0.47023,1,0.009945,0.55,0.0025,0.009945
0.60971,-0.10258,0.064788,8.6991e-11,3.9376,0.040365,3.7807e-05,3.3261,0.46943,1,0.00996,0.55,0.0025,0.00996
0.6095,-0.10345,0.064793,8.5962e-11,3.9693,0.040573,3.7888e-05,3.3252,0.46864,1,0.009975,0.55,0.0025,0.009975
0.60929,-0.10432,0.064799,8.4933e-11,4.001,0.040781,3.7968e-05,3.3243,0.46784,1,0.00999,0.55,0.0025,0.00999
0.609,-0.10479,0.064724,8.3905e-11,4.0362,0.041015,3.8069e-05,3.3234,0.46702,1,0.010005,0.55,0.0025,0.010005
0.60855,-0.10449,0.064489,8.2879e-11,4.0781,0.0413,3.8212e-05,3.3224,0.46616,1,0.01002,0.55,0.0025,0.01002
0.6081,-0.10418,0.064254,8.1854e-11,4.12,0.041585,3.8355e-05,3.3214,0.46531,1,0.010035,0.55,0.0025,0.010035
0.60765,-0.10387,0.06402,8.0828e-11,4.1619,0.04187,3.8498e-05,3.3204,0.46445,1,0.01005,0.55,0.0025,0.01005
0.6072,-0.10357,0.063785,7.9802e-11,4.2038,0.042156,3.8641e-05,3.3194,0.46359,1,0.010065,0.55,0.0025,0.010065
0.60675,-0.10326,0.06355,7.8776e-11,4.2457,0.042441,3.8783e-05,3.3185,0.46274,1,0.01008,0.55,0.0025,0.01008
0.6063,-0.10295,0.063315,7.7751e-11,4.2876,0.042726,3.8926e-05,3.3175,0.46188,1,0.010095,0.55,0.0025,0.010095
0.60585,-0.10265,0.06308,7.6725e-11,4.3295,0.043011,3.9069e-05,3.3165,0.46102,1,0.01011,0.55,0.0025,0.01011
0.6054,-0.10234,0.062845,7.5699e-11,4.3714,0.043296,3.9212e-05,3.3155,0.46017,1,0.010125,0.55,0.0025,0.010125
0.60494,-0.10203,0.06261,7.4673e-11,4.4133,0.043581,3.9355e-05,3.3145,0.45931,1,0.01014,0.55,0.0025,0.01014
0.60449,-0.10173,0.062375,7.3647e-11,4.4553,0.043867,3.9498e-05,3.3136,0.45845,1,0.010155,0.55,0.0025,0.010155
0.60404,-0.10142,0.06214,7.2622e-11,4.4972,0.044152,3.964e-05,3.3126,0.4576,1,0.01017,0.55,0.0025,0.01017
0.60359,-0.10111,0.061905,7.1596e-11,4.5391,0.044437,3.9783e-05,3.3116,0.45674,1,0.010185,0.55,0.0025,0.010185
0.60314,-0.10081,0.061671,7.057e-11,4.581,0.044722,3.9926e-05,3.3106,0.45589,1,0.0102,0.55,0.0025,0.0102
0.60269,-0.1005,0.061436,6.9544e-11,4.6229,0.045007,4.0069e-05,3.3096,0.45503,1,0.010215,0.55,0.0025,0.010215
0.60224,-0.10019,0.061201,6.8519e-11,4.6648,0.045292,4.0212e-05,3.3087,0.45417,1,0.01023,0.55,0.0025,0.01023
0.60179,-0.099886,0.060966,6.7493e-11,4.7067,0.045578,4.0354e-05,3.3077,0.45332,1,0.010245,0.55,0.0025,0.010245
0.60134,-0.099579,0.060731,6.6467e-11,4.7486,0.045863,4.0497e-05,3.3067,0.45246,1,0.01026,0.55,0.0025,0.01026
0.60089,-0.099272,0.060496,6.5441e-11,4.7905,0.046148,4.064e-05,3.3057,0.4516,1,0.010275,0.55,0.0025,0.010275
0.60044,-0.098965,0.060261,6.4415e-11,4.8324,0.046433,4.0783e-05,3.3047,0.45075,1,0.01029,0.55,0.0025,0.01029
0.59999,-0.098658,0.060026,6.339e-11,4.8744,0.046718,4.0926e-05,3.3038,0.44989,1,0.010305,0.55,0.0025,0.010305
0.59954,-0.098352,0.059791,6.2364e-11,4.9163,0.047003,4.1069e-05,3.3028,0.44903,1,0.01032,0.55,0.0025,0.01032
0.59907,-0.097935,0.059532,6.1369e-11,4.9595,0.047299,4.122e-05,3.3018,0.44817,1,0.010335,0.55,0.0025,0.010335
0.5984,-0.096644,0.059075,6.0624e-11,5.0129,0.047675,4.144e-05,3.3008,0.44728,1,0.01035,0.55,0.0025,0.01035
0.59773,-0.095353,0.058618,5.9879e-11,5.0662,0.048051,4.166e-05,3.2998,0.44639,1,0.010365,0.55,0.0025,0.010365
0.59706,-0.094062,0.05816,5.9133e-11,5.1196,0.048427,4.1881e-05,3.2988,0.4455,1,0.01038,0.55,0.0025,0.01038
0.59639,-0.09277,0.057703,5.8388e-11,5.173,0.048803,4.2101e-05,3.2977,0.44461,1,0.010395,0.55,0.0025,0.010395
0.59572,-0.091479,0.057246,5.7642e-11,5.2264,0.049179,4.2321e-05,3.2967,0.44371,1,0.01041,0.55,0.0025,0.01041
0.59505,-0.090188,0.056789,5.6897e-11,5.2798,0.049555,4.2541e-05,3.2957,0.44282,1,0.010425,0.55,0.0025,0.010425
0.59438,-0.088897,0.056332,5.6152e-11,5.3332,0.049931,4.2761e-05,3.2947,0.44193,1,0.01044,0.55,0.0025,0.01044
0.59371,-0.087606,0.055875,5.5406e-11,5.3866,0.050308,4.2982e-05,3.2937,0.44104,1,0.010455,0.55,0.0025,0.010455
0.59304,-0.086314,0.055418,5.4661e-11,5.44,0.050684,4.3202e-05,3.2927,0.44015,1,0.01047,0.55,0.0025,0.01047
0.59237,-0.085023,0.054961,5.3916e-11,5.4934,0.05106,4.3422e-05,3.2916,0.43926,1,0.010485,0.55,0.0025,0.010485
0.59169,-0.083732,0.054504,5.317e-11,5.5468,0.051436,4.3642e-05,3.2906,0.43836,1,0.0105,0.55,0.0025,0.0105
0.59102,-0.082441,0.054047,5.2425e-11,5.6002,0.051812,4.3863e-05,3.2896,0.43747,1,0.010515,0.55,0.0025,0.010515
0.59035,-0.081149,0.053589,5.168e-11,5.6536,0.052188,4.4083e-05,3.2886,0.43658,1,0.01053,0.55,0.0025,0.01053
0.58968,-0.079858,0.053132,5.0934e-11,5.707,0.052564,4.4303e-05,3.2876,0.43569,1,0.010545,0.55,0.0025,0.010545
0.58901,-0.078567,0.052675,5.0189e-11,5.7604,0.052941,4.4523e-05,3.2866,0.4348,1,0.01056,0.55,0.0025,0.01056
0.58834,-0.077276,0.052218,4.9443e-11,5.8138,0.053317,4.4743e-05,3.2856,0.4339,1,0.010575,0.55,0.0025,0.010575
0.58767,-0.075984,0.051761,4.8698e-11,5.8672,0.053693,4.4964e-05,3.2845,0.43301,1,0.01059,0.55,0.0025,0.01059
0.587,-0.074693,0.051304,4.7953e-11,5.9206,0.054069,4.5184e-05,3.2835,0.43212,1,0.010605,0.55,0.0025,0.010605
0.58633,-0.073402,0.050847,4.7207e-11,5.974,0.054445,4.5404e-05,3.2825,0.43123,1,0.01062,0.55,0.0025,0.01062
0.58566,-0.072111,0.05039,4.6462e-11,6.0274,0.054821,4.5624e-05,3.2815,0.43034,1,0.010635,0.55,0.0025,0.010635
0.58499,-0.070819,0.049933,4.5717e-11,6.0808,0.055197,4.5844e-05,3.2805,0.42945,1,0.01065,0.55,0.0025,0.01065
0.58432,-0.069528,0.049476,4.4971e-11,6.1342,0.055573,4.6065e-05,3.2795,0.42855,1,0.010665,0.55,0.0025,0.010665
0.58348,-0.067749,0.048851,4.4506e-11,6.1991,0.056032,4.6347e-05,3.2785,0.42768,1,0.01068,0.55,0.0025,0.01068
0.58262,-0.065909,0.048205,4.4076e-11,6.2654,0.056501,4.6637e-05,3.2775,0.42681,1,0.010695,0.55,0.0025,0.010695
0.58176,-0.064069,0.047559,4.3646e-11,6.3317,0.056971,4.6927e-05,3.2765,0.42593,1,0.01071,0.55,0.0025,0.01071
0.58089,-0.062229,0.046913,4.3216e-11,6.398,0.05744,4.7217e-05,3.2755,0.42506,1,0.010725,0.55,0.0025,0.010725
0.58003,-0.060389,0.046267,4.2786e-11,6.4643,0.057909,4.7507e-05,3.2745,0.42419,1,0.01074,0.55,0.0025,0.01074
0.57917,-0.058549,0.045621,4.2356e-11,6.5306,0.058378,4.7797e-05,3.2735,0.42331,1,0.010755,0.55,0.0025,0.010755
0.57831,-0.056709,0.044976,4.1926e-11,6.5969,0.058847,4.8087e-05,3.2725,0.42244,1,0.01077,0.55,0.0025,0.01077
0.57745,-0.054869,0.04433,4.1496e-11,6.6632,0.059316,4.8377e-05,3.2715,0.42157,1,0.010785,0.55,0.0025,0.010785
0.57658,-0.053029,0.043684,4.1066e-11,6.7296,0.059785,4.8667e-05,3.2705,0.42069,1,0.0108,0.55,0.0025,0.0108
0.57572,-0.051189,0.043038,4.0636e-11,6.7959,0.060254,4.8957e-05,3.2695,0.41982,1,0.010815,0.55,0.0025,0.010815
0.57486,-0.049348,0.042392,4.0206e-11,6.8622,0.060723,4.9247e-05,3.2685,0.41895,1,0.01083,0.55,0.0025,0.01083
0.574,-0.047508,0.041746,3.9776e-11,6.9285,0.061193,4.9537e-05,3.2675,0.41807,1,0.010845,0.55,0.0025,0.010845
0.57314,-0.045668,0.0411,3.9346e-11,6.9948,0.061662,4.9827e-05,3.2665,0.4172,1,0.01086,0.55,0.0025,0.01086
0.57227,-0.043828,0.040455,3.8916e-11,7.0611,0.062131,5.0117e-05,3.2655,0.41633,1,0.010875,0.55,0.0025,0.010875
0.57141,-0.041988,0.039809,3.8486e-11,7.1274,0.0626,5.0407e-05,3.2645,0.41546,1,0.01089,0.55,0.0025,0.01089
0.57055,-0.040148,0.039163,3.8056e-11,7.1937,0.063069,5.0697e-05,3.2635,0.41458,1,0.010905,0.55,0.0025,0.010905
0.56969,-0.038308,0.038517,3.7626e-11,7.2601,0.063538,5.0987e-05,3.2625,0.41371,1,0.01092,0.55,0.0025,0.01092
0.56882,-0.036468,0.037871,3.7196e-11,7.3264,0.064007,5.1277e-05,3.2615,0.41284,1,0.010935,0.55,0.0025,0.010935
0.56796,-0.034628,0.037225,3.6766e-11,7.3927,0.064476,5.1567e-05,3.2605,0.41196,1,0.01095,0.55,0.0025,0.01095
0.5671,-0.032788,0.036579,3.6336e-11,7.459,0.064945,5.1857e-05,3.2595,0.41109,1,0.010965,0.55,0.0025,0.010965
0.56624,-0.030948,0.035934,3.5906e-11,7.5253,0.065415,5.2147e-05,3.2585,0.41022,1,0.01098,0.55,0.0025,0.01098
0.56538,-0.029108,0.035288,3.5476e-11,7.5916,0.065884,5.2437e-05,3.2575,0.40934,1,0.010995,0.55,0.0025,0.010995
0.5644,-0.027212,0.034522,3.5201e-11,7.6681,0.066415,5.2761e-05,3.2566,0.40851,1,0.01101,0.55,0.0025,0.01101
0.56336,-0.025287,0.033698,3.5004e-11,7.7498,0.066978,5.3102e-05,3.2557,0.40771,1,0.011025,0.55,0.0025,0.011025
0.56233,-0.023363,0.032873,3.4807e-11,7.8314,0.067542,5.3443e-05,3.2547,0.4069,1,0.01104,0.55,0.0025,0.01104
0.56129,-0.021439,0.032048,3.4609e-11,7.913,0.068105,5.3785e-05,3.2538,0.40609,1,0.011055,0.55,0.0025,0.011055
0.56025,-0.019515,0.031223,3.4412e-11,7.9946,0.068668,5.4126e-05,3.2529,0.40529,1,0.01107,0.55,0.0025,0.01107
0.55922,-0.01759,0.030398,3.4215e-11,8.0762,0.069231,5.4467e-05,3.2519,0.40448,1,0.011085,0.55,0.0025,0.011085
0.55818,-0.015666,0.029573,3.4017e-11,8.1578,0.069794,5.4808e-05,3.251,0.40367,1,0.0111,0.55,0.0025,0.0111
0.55714,-0.013742,0.028748,3.382e-11,8.2395,0.070357,5.515e-05,3.2501,0.40287,1,0.011115,0.55,0.0025,0.011115
0.55611,-0.011818,0.027923,3.3623e-11,8.3211,0.07092,5.5491e-05,3.2491,0.40206,1,0.01113,0.55,0.0025,0.01113
0.55507,-0.0098935,0.027098,3.3425e-11,8.4027,0.071483,5.5832e-05,3.2482,0.40125,1,0.011145,0.55,0.0025,0.011145
0.55404,-0.0079693,0.026273,3.3228e-11,8.4843,0.072046,5.6174e-05,3.2473,0.40044,1,0.01116,0.55,0.0025,0.01116
0.553,-0.006045,0.025448,3.3031e-11,8.5659,0.072609,5.6515e-05,3.2464,0.39964,1,0.011175,0.55,0.0025,0.011175
0.55196,-0.0041207,0.024623,3.2833e-11,8.6475,0.073172,5.6856e-05,3.2454,0.39883,1,0.01119,0.55,0.0025,0.01119
0.55093,-0.0021965,0.023799,3.2636e-11,8.7291,0.073735,5.7197e-05,3.2445,0.39802,1,0.011205,0.55,0.0025,0.011205
0.54989,-0.00027231,0.022974,3.2439e-11,8.8108,0.074298,5.7539e-05,3.2436,0.39722,1,0.01122,0.55,0.0025,0.01122
0.54885,0.0016519,0.022149,3.2241e-11,8.8924,0.074861,5.788e-05,3.2426,0.39641,1,0.011235,0.55,0.0025,0.011235
0.54782,0.0035761,0.021324,3.2044e-11,8.974,0.075424,5.8221e-05,3.2417,0.3956,1,0.01125,0.55,0.0025,0.01125
0.54678,0.0055003,0.020499,3.1847e-11,9.0556,0.075987,5.8562e-05,3.2408,0.3948,1,0.011265,0.55,0.0025,0.011265
0.54574,0.0074247,0.019674,3.1649e-11,9.1372,0.076551,5.8904e-05,3.2398,0.39399,1,0.01128,0.55,0.0025,0.01128
0.54471,0.0093489,0.018849,3.1452e-11,9.2188,0.077114,5.9245e-05,3.2389,0.39318,1,0.011295,0.55,0.0025,0.011295
0.54367,0.011273,0.018024,3.1255e-11,9.3005,0.077677,5.9586e-05,3.238,0.39237,1,0.01131,0.55,0.0025,0.01131
0.54264,0.013197,0.017199,3.1057e-11,9.3821,0.07824,5.9928e-05,3.237,0.39157,1,0.011325,0.55,0.0025,0.011325
0.54153,0.015005,0.016306,3.0901e-11,9.4702,0.07884,6.0286e-05,3.2361,0.39079,1,0.01134,0.55,0.0025,0.01134
0.54032,0.016666,0.015327,3.0795e-11,9.5665,0.079487,6.0665e-05,3.2353,0.39004,1,0.011355,0.55,0.0025,0.011355
0.53912,0.018327,0.014348,3.0689e-11,9.6628,0.080134,6.1044e-05,3.2344,0.3893,1,0.01137,0.55,0.0025,0.01137
0.53791,0.019988,0.013369,3.0583e-11,9.7591,0.080782,6.1423e-05,3.2335,0.38855,1,0.011385,0.55,0.0025,0.011385
0.53671,0.021649,0.012389,3.0477e-11,9.8554,0.081429,6.1803e-05,3.2327,0.38781,1,0.0114,0.55,0.0025,0.0114
0.53551,0.02331,0.01141,3.0371e-11,9.9517,0.082076,6.2182e-05,3.2318,0.38707,1,0.011415,0.55,0.0025,0.011415
0.5343,0.024971,0.010431,3.0266e-11,10.048,0.082723,6.2561e-05,3.2309,0.38632,1,0.01143,0.55,0.0025,0.01143
0.5331,0.026632,0.0094523,3.016e-11,10.144,0.08337,6.294e-05,3.2301,0.38558,1,0.011445,0.55,0.0025,0.011445
0.53189,0.028293,0.0084732,3.0054e-11,10.241,0.084018,6.3319e-05,3.2292,0.38483,1,0.01146,0.55,0.0025,0.01146
